0_datetime,1_Pickup11,2_Fuel_eff,3_ME_tot_FL,4_Nav_02,5_Nav_03,6_Nav_04,7_Fuel_Index,8_MSB0-TOT-LOD,9_MS114,10_MW014,11_Trim_in_meters,12_LIST,13_ballast,14_ECDIS_COG,15_Uwind,16_Vwind,17_Gust,18_Significant_wave_height,19_Wave_direction,20_Wave_period,21_struja_smjer_deg,22_struja_brzina,23_sea,24_swell,25_wind,26_wind_deg_ecdis,27_Prop_slip
12/31/2016 17:22,60.83172147,175.3875969,759.6899225,0.522243714,178.7234043,4.236641221,57.02290076,1535.783366,28.82011605,15.20309478,-0.258687259,-0.269632495,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:28,60.83172147,175.3875969,759.6899225,0.522243714,178.7234043,4.236641221,58.1221374,1524.17795,28.9245648,15.20309478,-0.22007722,-0.260348162,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:36,66.96601271,171.4424142,981.7275748,0.522243714,178.7234043,4.236641221,66.77208288,1524.17795,29.02901354,15.43520309,-0.266409266,-0.293064382,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:41,59.43907157,168.9507198,616.2790698,0.522243714,178.7234043,4.236641221,45.37622683,1580.547112,29.02901354,15.43520309,-0.274131274,-0.26742194,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:47,46.40784747,165.5361757,298.4496124,0.522243714,178.7234043,4.236641221,29.69465649,1607.994842,29.07377729,15.43520309,-0.274131274,-0.2551902,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:52,54.83558994,160.3682171,329.4573643,0.522243714,178.7234043,4.236641221,33.20610687,1598.784195,29.13346228,15.43520309,-0.274131274,-0.300580271,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 17:57,60.92843327,176.8410853,717.0542636,0.522243714,178.7234043,4.236641221,48.77862595,1533.020171,29.2205029,15.43520309,-0.146718147,-0.25106383,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:02,68.66537718,176.5642303,1057.032115,0.522243714,178.7234043,4.236641221,73.31515812,1529.335912,29.11108041,15.43520309,-0.296745725,-0.184305057,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:07,72.97596021,172.8266888,1219.822813,0.522243714,178.7234043,4.236641221,78.0261723,1533.204384,29.04642166,15.43520309,-0.355212355,-0.154241503,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:12,74.46808511,170.6118494,1294.573643,0.522243714,178.7234043,4.236641221,81.52671756,1535.783366,29.02901354,15.43520309,-0.463320463,-0.133462282,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:22,65.47388781,171.5116279,906.9767442,0.522243714,178.7234043,4.236641221,60.45801527,1570.599613,29.08123791,15.55125725,-0.525096525,-0.207736944,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:28,39.15446256,165.7668882,245.8471761,0.522243714,178.7234043,4.236641221,24.27480916,1582.205029,29.16330478,15.75849682,-0.282404854,-0.184747168,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:33,49.84802432,179.5542636,529.3466224,0.522243714,178.7234043,4.236641221,46.06324973,1576.678641,29.24487427,16.0569218,-0.099282956,-0.084830064,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:38,58.3172147,178.1561462,755.8139535,0.522243714,178.7234043,4.236641221,58.77862595,1558.994197,29.24487427,16.0569218,-0.132561133,-0.203610574,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
12/31/2016 18:43,63.06990881,175.3875969,906.9767442,0.522243714,178.7234043,4.236641221,63.4351145,1547.388781,29.35976789,16.85106383,-0.293436293,-0.309864603,ballast,333.2,-6.613541,-0.7858887,9.778484,1.262661,61.28676,5.518824,42.85623943,0.066160791,1,0,2,44.9,d
